gene,classification
RNA5SP80,pseudogene
RNA5SP82,pseudogene
RNA5SP84,pseudogene
RNA5SP85,pseudogene
RNA5SP86,pseudogene
RNA5SP87,pseudogene
RNA5SP88,pseudogene
RNA5SP89,pseudogene
RNA5SP90,pseudogene
RNA5SP91,pseudogene
RNA5SP92,pseudogene
RNA5SP93,pseudogene
RNA5SP94,pseudogene
RNA5SP95,pseudogene
RNA5SP96,pseudogene
RNA5SP97,pseudogene
RNA5SP98,pseudogene
RNA5SP99,pseudogene
RNASEH1-AS1,antisense
RNASEH1P1,pseudogene
RNASEH1P2,pseudogene
RNASEH2B-AS1,antisense
RNASEH2CP1,pseudogene
RNASEK-C17orf49,other
RNF103-CHMP3,other
RNF10P1,pseudogene
RNF11P1,other
RNF11P2,pseudogene
RNF126P1,pseudogene
RNF138P1,pseudogene
RNF138P2,pseudogene
RNF139-AS1,antisense
RNF144A-AS1,antisense
RNF14P1,other
RNF14P2,other
RNF14P3,other
RNF14P4,other
RNF152P1,pseudogene
RNF157-AS1,antisense
RNF185-AS1,antisense
RNF19BPX,pseudogene
RNF19BPY,pseudogene
RNF213-AS1,other
RNF216-IT1,other
RNF217-AS1,antisense
RNF2P1,pseudogene
RNF5P1,pseudogene
RNF6P1,pseudogene
RNF7P1,pseudogene
RNFT1-DT,other
RNFT1P2,pseudogene
RNFT1P3,pseudogene
RNGTTP1,pseudogene
RNMTL1P1,pseudogene
RNMTL1P2,pseudogene
RNPS1P1,pseudogene
RNU1-1,other
RNU1-100P,pseudogene
RNU1-101P,pseudogene
RNU1-103P,pseudogene
RNU1-104P,pseudogene
RNU1-105P,pseudogene
RNU1-107P,pseudogene
RNU1-108P,pseudogene
RNU1-109P,pseudogene
RNU1-112P,pseudogene
RNU1-114P,pseudogene
RNU1-115P,pseudogene
RNU1-117P,pseudogene
RNU1-119P,pseudogene
RNU1-11P,pseudogene
RNU1-123P,pseudogene
RNU1-124P,pseudogene
RNU1-125P,pseudogene
RNU1-128P,pseudogene
RNU1-129P,pseudogene
RNU1-130P,pseudogene
RNU1-131P,pseudogene
RNU1-132P,pseudogene
RNU1-133P,pseudogene
RNU1-134P,pseudogene
RNU1-136P,pseudogene
RNU1-138P,pseudogene
RNU1-139P,pseudogene
RNU1-140P,pseudogene
RNU1-141P,pseudogene
RNU1-142P,pseudogene
RNU1-143P,pseudogene
RNU1-146P,pseudogene
RNU1-148P,pseudogene
RNU1-149P,pseudogene
RNU1-14P,pseudogene
RNU1-150P,pseudogene
RNU1-151P,pseudogene
RNU1-153P,other
RNU1-154P,other
RNU1-155P,other
RNU1-15P,pseudogene
RNU1-16P,pseudogene
RNU1-17P,pseudogene
RNU1-18P,pseudogene
RNU1-19P,pseudogene
RNU1-2,other
RNU1-20P,pseudogene
RNU1-21P,pseudogene
RNU1-22P,pseudogene
RNU1-23P,pseudogene
RNU1-24P,pseudogene
RNU1-27P,pseudogene
RNU1-28P,pseudogene
RNU1-29P,pseudogene
RNU1-3,other
RNU1-30P,pseudogene
RNU1-31P,pseudogene
RNU1-32P,pseudogene
RNU1-33P,pseudogene
RNU1-34P,pseudogene
RNU1-35P,pseudogene
RNU1-36P,pseudogene
RNU1-38P,pseudogene
RNU1-39P,pseudogene
RNU1-4,other
RNU1-40P,pseudogene
RNU1-41P,pseudogene
RNU1-42P,pseudogene
RNU1-43P,pseudogene
RNU1-44P,pseudogene
RNU1-45P,pseudogene
RNU1-46P,pseudogene
RNU1-47P,pseudogene
RNU1-48P,pseudogene
RNU1-49P,pseudogene
RNU1-51P,pseudogene
RNU1-52P,pseudogene
RNU1-54P,pseudogene
RNU1-55P,pseudogene
RNU1-56P,pseudogene
RNU1-57P,pseudogene
RNU1-58P,pseudogene
RNU1-5P,pseudogene
RNU1-61P,pseudogene
RNU1-62P,pseudogene
RNU1-63P,pseudogene
RNU1-64P,pseudogene
RNU1-65P,pseudogene
RNU1-67P,pseudogene
RNU1-68P,pseudogene
RNU1-6P,pseudogene
RNU1-70P,pseudogene
RNU1-72P,pseudogene
RNU1-73P,pseudogene
RNU1-74P,pseudogene
RNU1-75P,pseudogene
RNU1-76P,pseudogene
RNU1-77P,pseudogene
RNU1-78P,pseudogene
RNU1-7P,pseudogene
RNU1-80P,pseudogene
RNU1-82P,pseudogene
RNU1-83P,pseudogene
RNU1-84P,pseudogene
RNU1-86P,pseudogene
RNU1-88P,pseudogene
RNU1-89P,pseudogene
RNU1-8P,pseudogene
RNU1-91P,pseudogene
RNU1-93P,pseudogene
RNU1-94P,pseudogene
RNU1-95P,pseudogene
RNU1-96P,pseudogene
RNU1-97P,pseudogene
RNU1-98P,pseudogene
RNU105B,other
RNU105C,other
RNU11,other
RNU11-2P,pseudogene
RNU11-3P,pseudogene
RNU11-4P,pseudogene
RNU11-5P,pseudogene
RNU11-6P,pseudogene
RNU12,other
RNU12-2P,pseudogene
RNU2-1,other
RNU2-10P,pseudogene
RNU2-11P,pseudogene
RNU2-12P,pseudogene
RNU2-13P,pseudogene
RNU2-14P,pseudogene
RNU2-15P,pseudogene
RNU2-16P,pseudogene
RNU2-17P,pseudogene
RNU2-18P,pseudogene
RNU2-19P,pseudogene
RNU2-20P,pseudogene
RNU2-21P,pseudogene
RNU2-22P,pseudogene
RNU2-23P,pseudogene
RNU2-24P,pseudogene
RNU2-25P,pseudogene
RNU2-26P,pseudogene
RNU2-27P,pseudogene
RNU2-28P,pseudogene
RNU2-29P,pseudogene
RNU2-2P,pseudogene
RNU2-30P,pseudogene
RNU2-31P,pseudogene
RNU2-32P,pseudogene
RNU2-33P,pseudogene
RNU2-34P,pseudogene
RNU2-35P,pseudogene
RNU2-36P,pseudogene
RNU2-37P,pseudogene
RNU2-38P,pseudogene
RNU2-39P,pseudogene
RNU2-3P,pseudogene
RNU2-40P,pseudogene
RNU2-41P,pseudogene
RNU2-42P,pseudogene
RNU2-43P,pseudogene
RNU2-44P,pseudogene
RNU2-45P,pseudogene
RNU2-46P,pseudogene
RNU2-47P,pseudogene
RNU2-48P,pseudogene
RNU2-49P,pseudogene
RNU2-4P,pseudogene
RNU2-50P,pseudogene
RNU2-51P,pseudogene
RNU2-52P,pseudogene
RNU2-53P,pseudogene
RNU2-54P,pseudogene
RNU2-55P,pseudogene
RNU2-56P,pseudogene
RNU2-57P,pseudogene
RNU2-58P,pseudogene
RNU2-59P,pseudogene
RNU2-5P,pseudogene
RNU2-60P,pseudogene
RNU2-61P,pseudogene
RNU2-62P,pseudogene
RNU2-63P,pseudogene
RNU2-64P,pseudogene
RNU2-65P,pseudogene
RNU2-66P,pseudogene
RNU2-68P,pseudogene
RNU2-69P,pseudogene
RNU2-6P,pseudogene
RNU2-70P,pseudogene
RNU2-71P,pseudogene
RNU2-72P,pseudogene
RNU2-7P,pseudogene
RNU2-8P,pseudogene
RNU2-9P,pseudogene
RNU4-1,other
RNU4-10P,pseudogene
RNU4-11P,pseudogene
RNU4-12P,pseudogene
RNU4-13P,pseudogene
RNU4-14P,pseudogene
RNU4-15P,pseudogene
RNU4-16P,pseudogene
RNU4-17P,pseudogene
RNU4-18P,pseudogene
RNU4-2,other
RNU4-20P,pseudogene
RNU4-21P,pseudogene
RNU4-22P,pseudogene
RNU4-23P,pseudogene
RNU4-24P,pseudogene
RNU4-25P,pseudogene
RNU4-26P,pseudogene
RNU4-27P,pseudogene
RNU4-28P,pseudogene
RNU4-29P,pseudogene
RNU4-30P,pseudogene
RNU4-31P,pseudogene
RNU4-32P,pseudogene
RNU4-33P,pseudogene
RNU4-34P,pseudogene
RNU4-35P,pseudogene
RNU4-36P,pseudogene
RNU4-37P,pseudogene
RNU4-38P,pseudogene
RNU4-39P,pseudogene
RNU4-40P,pseudogene
RNU4-41P,pseudogene
RNU4-42P,pseudogene
RNU4-43P,pseudogene
RNU4-44P,pseudogene
RNU4-45P,pseudogene
RNU4-46P,pseudogene
RNU4-47P,pseudogene
RNU4-48P,pseudogene
RNU4-49P,pseudogene
RNU4-4P,pseudogene
RNU4-50P,pseudogene
RNU4-51P,pseudogene
RNU4-52P,pseudogene
RNU4-53P,pseudogene
RNU4-54P,pseudogene
RNU4-55P,pseudogene
RNU4-56P,pseudogene
RNU4-57P,pseudogene
RNU4-58P,pseudogene
RNU4-59P,pseudogene
RNU4-5P,pseudogene
RNU4-60P,pseudogene
RNU4-61P,pseudogene
RNU4-62P,pseudogene
RNU4-63P,pseudogene
RNU4-64P,pseudogene
RNU4-65P,pseudogene
RNU4-66P,pseudogene
RNU4-67P,pseudogene
RNU4-68P,pseudogene
RNU4-69P,pseudogene
RNU4-6P,pseudogene
RNU4-70P,pseudogene
RNU4-71P,pseudogene
RNU4-72P,pseudogene
RNU4-73P,pseudogene
RNU4-74P,pseudogene
RNU4-75P,pseudogene
RNU4-76P,pseudogene
RNU4-77P,pseudogene
RNU4-78P,pseudogene
RNU4-79P,pseudogene
RNU4-7P,pseudogene
RNU4-80P,pseudogene
RNU4-81P,pseudogene
RNU4-82P,pseudogene
RNU4-83P,pseudogene
RNU4-84P,pseudogene
RNU4-85P,pseudogene
RNU4-86P,pseudogene
RNU4-87P,pseudogene
RNU4-88P,pseudogene
RNU4-89P,pseudogene
RNU4-8P,pseudogene
RNU4-90P,pseudogene
RNU4-91P,pseudogene
RNU4-92P,pseudogene
RNU4-9P,pseudogene
RNU4ATAC,other
RNU4ATAC10P,pseudogene
RNU4ATAC11P,pseudogene
RNU4ATAC12P,pseudogene
RNU4ATAC13P,pseudogene
RNU4ATAC14P,pseudogene
RNU4ATAC15P,pseudogene
RNU4ATAC16P,pseudogene
RNU4ATAC17P,pseudogene
RNU4ATAC18P,pseudogene
RNU4ATAC2P,pseudogene
RNU4ATAC3P,pseudogene
RNU4ATAC4P,pseudogene
RNU4ATAC5P,pseudogene
RNU4ATAC6P,pseudogene
RNU4ATAC7P,pseudogene
RNU4ATAC8P,pseudogene
RNU4ATAC9P,pseudogene
RNU5A-1,other
RNU5A-2P,pseudogene
RNU5A-3P,pseudogene
RNU5A-4P,pseudogene
RNU5A-5P,pseudogene
RNU5A-6P,pseudogene
RNU5A-7P,pseudogene
RNU5A-8P,pseudogene
RNU5B-1,other
RNU5B-2P,pseudogene
RNU5B-3P,pseudogene
RNU5B-4P,pseudogene
RNU5D-1,other
RNU5E-1,other
RNU5E-10P,pseudogene
RNU5E-4P,pseudogene
RNU5E-5P,pseudogene
RNU5E-6P,pseudogene
RNU5E-7P,pseudogene
RNU5E-8P,pseudogene
RNU5E-9P,pseudogene
RNU5F-1,other
RNU5F-2P,pseudogene
RNU5F-3P,pseudogene
RNU5F-4P,pseudogene
RNU5F-6P,pseudogene
RNU5F-7P,pseudogene
RNU5F-8P,pseudogene
RNU6-1,other
RNU6-1000P,pseudogene
RNU6-1001P,pseudogene
RNU6-1003P,pseudogene
RNU6-1004P,pseudogene
RNU6-1005P,pseudogene
RNU6-1006P,pseudogene
RNU6-1007P,pseudogene
RNU6-1008P,pseudogene
RNU6-1009P,pseudogene
RNU6-100P,pseudogene
RNU6-1010P,pseudogene
RNU6-1011P,pseudogene
RNU6-1012P,pseudogene
RNU6-1013P,pseudogene
RNU6-1014P,pseudogene
RNU6-1015P,pseudogene
RNU6-1016P,pseudogene
RNU6-1017P,pseudogene
RNU6-1018P,pseudogene
RNU6-1019P,pseudogene
RNU6-101P,pseudogene
RNU6-1020P,pseudogene
RNU6-1021P,pseudogene
RNU6-1022P,pseudogene
RNU6-1023P,pseudogene
RNU6-1024P,pseudogene
RNU6-1025P,pseudogene
RNU6-1026P,pseudogene
RNU6-1027P,pseudogene
RNU6-1028P,pseudogene
RNU6-1029P,pseudogene
RNU6-102P,pseudogene
RNU6-1031P,pseudogene
RNU6-1032P,pseudogene
RNU6-1034P,pseudogene
RNU6-1035P,pseudogene
RNU6-1036P,pseudogene
RNU6-1037P,pseudogene
RNU6-1038P,pseudogene
RNU6-1039P,pseudogene
RNU6-103P,pseudogene
RNU6-1040P,pseudogene
RNU6-1041P,pseudogene
RNU6-1042P,pseudogene
RNU6-1043P,pseudogene
RNU6-1044P,pseudogene
RNU6-1045P,pseudogene
RNU6-1046P,pseudogene
RNU6-1047P,pseudogene
RNU6-1048P,pseudogene
RNU6-1049P,pseudogene
RNU6-104P,pseudogene
RNU6-1050P,pseudogene
RNU6-1051P,pseudogene
RNU6-1052P,pseudogene
RNU6-1053P,pseudogene
RNU6-1054P,pseudogene
RNU6-1055P,pseudogene
RNU6-1056P,pseudogene
RNU6-1057P,pseudogene
RNU6-1059P,pseudogene
RNU6-105P,pseudogene
RNU6-1060P,pseudogene
RNU6-1061P,pseudogene
RNU6-1062P,pseudogene
RNU6-1064P,pseudogene
RNU6-1065P,pseudogene
RNU6-1066P,pseudogene
RNU6-1067P,pseudogene
RNU6-1068P,pseudogene
RNU6-1069P,pseudogene
RNU6-106P,pseudogene
RNU6-1071P,pseudogene
RNU6-1072P,pseudogene
RNU6-1073P,pseudogene
RNU6-1074P,pseudogene
RNU6-1075P,pseudogene
RNU6-1076P,pseudogene
RNU6-1077P,pseudogene
RNU6-1078P,pseudogene
RNU6-1079P,pseudogene
RNU6-107P,pseudogene
RNU6-1080P,pseudogene
RNU6-1081P,pseudogene
RNU6-1082P,pseudogene
RNU6-1083P,pseudogene
RNU6-1084P,pseudogene
RNU6-1085P,pseudogene
RNU6-1086P,pseudogene
RNU6-1087P,pseudogene
RNU6-1088P,pseudogene
RNU6-1089P,pseudogene
RNU6-108P,pseudogene
RNU6-1090P,pseudogene
RNU6-1091P,pseudogene
RNU6-1092P,pseudogene
RNU6-1093P,pseudogene
RNU6-1094P,pseudogene
RNU6-1095P,pseudogene
RNU6-1096P,pseudogene
RNU6-1097P,pseudogene
RNU6-1098P,pseudogene
RNU6-1099P,pseudogene
RNU6-109P,pseudogene
RNU6-10P,pseudogene
RNU6-1100P,pseudogene
RNU6-1101P,pseudogene
RNU6-1102P,pseudogene
RNU6-1103P,pseudogene
RNU6-1104P,pseudogene
RNU6-1105P,pseudogene
RNU6-1106P,pseudogene
RNU6-1107P,pseudogene
RNU6-1108P,pseudogene
RNU6-1109P,pseudogene
RNU6-110P,pseudogene
RNU6-1110P,pseudogene
RNU6-1111P,pseudogene
RNU6-1112P,pseudogene
RNU6-1113P,pseudogene
RNU6-1114P,pseudogene
RNU6-1115P,pseudogene
RNU6-1116P,pseudogene
RNU6-1117P,pseudogene
RNU6-1118P,pseudogene
RNU6-1119P,pseudogene
RNU6-111P,pseudogene
RNU6-1120P,pseudogene
RNU6-1121P,pseudogene
RNU6-1122P,pseudogene
RNU6-1123P,pseudogene
RNU6-1124P,pseudogene
RNU6-1125P,pseudogene
RNU6-1126P,pseudogene
RNU6-1127P,pseudogene
RNU6-1128P,pseudogene
RNU6-1129P,pseudogene
RNU6-112P,pseudogene
RNU6-1130P,pseudogene
RNU6-1131P,pseudogene
RNU6-1132P,pseudogene
RNU6-1133P,pseudogene
RNU6-1134P,pseudogene
RNU6-1135P,pseudogene
RNU6-1136P,pseudogene
RNU6-1137P,pseudogene
RNU6-1138P,pseudogene
RNU6-113P,pseudogene
RNU6-1140P,pseudogene
RNU6-1141P,pseudogene
RNU6-1143P,pseudogene
RNU6-1144P,pseudogene
RNU6-1145P,pseudogene
RNU6-1146P,pseudogene
RNU6-1147P,pseudogene
RNU6-1148P,pseudogene
RNU6-1149P,pseudogene
RNU6-114P,pseudogene
RNU6-1150P,pseudogene
RNU6-1151P,pseudogene
RNU6-1152P,pseudogene
RNU6-1153P,pseudogene
RNU6-1154P,pseudogene
RNU6-1155P,pseudogene
RNU6-1156P,pseudogene
RNU6-1157P,pseudogene
RNU6-1158P,pseudogene
RNU6-1159P,pseudogene
RNU6-115P,pseudogene
RNU6-1160P,pseudogene
RNU6-1161P,pseudogene
RNU6-1162P,pseudogene
RNU6-1163P,pseudogene
RNU6-1164P,pseudogene
RNU6-1165P,pseudogene
RNU6-1167P,pseudogene
RNU6-1168P,pseudogene
RNU6-1169P,pseudogene
RNU6-116P,pseudogene
RNU6-1170P,pseudogene
RNU6-1171P,pseudogene
RNU6-1172P,pseudogene
RNU6-1174P,pseudogene
RNU6-1175P,pseudogene
RNU6-1176P,pseudogene
RNU6-1177P,pseudogene
RNU6-1178P,pseudogene
RNU6-1179P,pseudogene
RNU6-117P,pseudogene
RNU6-1180P,pseudogene
RNU6-1181P,pseudogene
RNU6-1184P,pseudogene
RNU6-1186P,pseudogene
RNU6-1187P,pseudogene
RNU6-1188P,pseudogene
RNU6-1189P,pseudogene
RNU6-118P,pseudogene
RNU6-1190P,pseudogene
RNU6-1191P,pseudogene
RNU6-1192P,pseudogene
RNU6-1193P,pseudogene
RNU6-1194P,pseudogene
RNU6-1195P,pseudogene
RNU6-1196P,pseudogene
RNU6-1197P,pseudogene
RNU6-1199P,pseudogene
RNU6-119P,pseudogene
RNU6-11P,pseudogene
RNU6-1200P,pseudogene
RNU6-1201P,pseudogene
RNU6-1203P,pseudogene
RNU6-1204P,pseudogene
RNU6-1205P,pseudogene
RNU6-1206P,pseudogene
RNU6-1207P,pseudogene
RNU6-1208P,pseudogene
RNU6-1209P,pseudogene
RNU6-120P,pseudogene
RNU6-1210P,pseudogene
RNU6-1211P,pseudogene
RNU6-1212P,pseudogene
RNU6-1213P,pseudogene
RNU6-1214P,pseudogene
RNU6-1215P,pseudogene
RNU6-1216P,pseudogene
RNU6-1217P,pseudogene
RNU6-1218P,pseudogene
RNU6-1219P,pseudogene
RNU6-121P,pseudogene
RNU6-1220P,pseudogene
RNU6-1222P,pseudogene
RNU6-1223P,pseudogene
RNU6-1224P,pseudogene
RNU6-1226P,pseudogene
RNU6-1227P,pseudogene
RNU6-1228P,pseudogene
RNU6-1229P,pseudogene
RNU6-122P,pseudogene
RNU6-1230P,pseudogene
RNU6-1231P,pseudogene
RNU6-1232P,pseudogene
RNU6-1233P,pseudogene
RNU6-1234P,pseudogene
RNU6-1235P,pseudogene
RNU6-1236P,pseudogene
RNU6-1237P,pseudogene
RNU6-1238P,pseudogene
RNU6-1239P,pseudogene
RNU6-123P,pseudogene
RNU6-1240P,pseudogene
RNU6-1241P,pseudogene
RNU6-1242P,pseudogene
RNU6-1243P,pseudogene
RNU6-1244P,pseudogene
RNU6-1245P,pseudogene
RNU6-1246P,pseudogene
RNU6-1247P,pseudogene
RNU6-1249P,pseudogene
RNU6-1250P,pseudogene
RNU6-1251P,pseudogene
RNU6-1252P,pseudogene
RNU6-1254P,pseudogene
RNU6-1255P,pseudogene
RNU6-1256P,pseudogene
RNU6-1257P,pseudogene
RNU6-1258P,pseudogene
RNU6-125P,pseudogene
RNU6-1260P,pseudogene
RNU6-1261P,pseudogene
RNU6-1262P,pseudogene
RNU6-1263P,pseudogene
RNU6-1264P,pseudogene
RNU6-1265P,pseudogene
RNU6-1266P,pseudogene
RNU6-1267P,pseudogene
RNU6-1268P,pseudogene
RNU6-1269P,pseudogene
RNU6-126P,pseudogene
RNU6-1270P,pseudogene
RNU6-1271P,pseudogene
RNU6-1272P,pseudogene
RNU6-1273P,pseudogene
RNU6-1274P,pseudogene
RNU6-1275P,pseudogene
RNU6-1276P,pseudogene
RNU6-1277P,pseudogene
RNU6-1278P,pseudogene
RNU6-1279P,pseudogene
RNU6-127P,pseudogene
RNU6-1280P,pseudogene
RNU6-1281P,pseudogene
RNU6-1282P,pseudogene
RNU6-1283P,pseudogene
RNU6-1284P,pseudogene
RNU6-1285P,pseudogene
RNU6-1286P,pseudogene
RNU6-1287P,pseudogene
RNU6-1288P,pseudogene
RNU6-1289P,pseudogene
RNU6-128P,pseudogene
RNU6-1290P,pseudogene
RNU6-1291P,pseudogene
RNU6-1292P,pseudogene
RNU6-1293P,pseudogene
RNU6-1294P,pseudogene
RNU6-1296P,pseudogene
RNU6-1297P,pseudogene
RNU6-1298P,pseudogene
RNU6-1299P,pseudogene
RNU6-129P,pseudogene
RNU6-12P,pseudogene
RNU6-1300P,pseudogene
RNU6-1301P,pseudogene
RNU6-1303P,pseudogene
RNU6-1304P,pseudogene
RNU6-1305P,pseudogene
RNU6-1306P,pseudogene
RNU6-1307P,pseudogene
RNU6-1308P,pseudogene
RNU6-1309P,pseudogene
RNU6-130P,pseudogene
RNU6-1310P,pseudogene
RNU6-1311P,pseudogene
RNU6-1312P,pseudogene
RNU6-1313P,pseudogene
RNU6-1314P,pseudogene
RNU6-1315P,pseudogene
RNU6-1316P,pseudogene
RNU6-1317P,pseudogene
RNU6-1318P,pseudogene
RNU6-1319P,pseudogene
RNU6-131P,pseudogene
RNU6-1320P,pseudogene
RNU6-1321P,pseudogene
RNU6-1322P,pseudogene
RNU6-1323P,pseudogene
RNU6-1324P,pseudogene
RNU6-1325P,pseudogene
RNU6-1326P,pseudogene
RNU6-1327P,pseudogene
RNU6-1328P,pseudogene
RNU6-1329P,pseudogene
RNU6-132P,pseudogene
RNU6-1330P,pseudogene
RNU6-1331P,pseudogene
RNU6-1332P,pseudogene
RNU6-1333P,pseudogene
RNU6-1334P,pseudogene
RNU6-1335P,pseudogene
RNU6-1336P,pseudogene
RNU6-1337P,pseudogene
RNU6-1338P,pseudogene
RNU6-1339P,pseudogene
RNU6-133P,pseudogene
RNU6-1340P,pseudogene
RNU6-135P,pseudogene
RNU6-136P,pseudogene
RNU6-137P,pseudogene
RNU6-138P,pseudogene
RNU6-139P,pseudogene
RNU6-13P,pseudogene
RNU6-140P,pseudogene
RNU6-141P,pseudogene
RNU6-142P,pseudogene
RNU6-143P,pseudogene
RNU6-144P,pseudogene
RNU6-145P,pseudogene
RNU6-146P,pseudogene
RNU6-147P,pseudogene
RNU6-148P,pseudogene
RNU6-14P,pseudogene
RNU6-150P,pseudogene
RNU6-151P,pseudogene
RNU6-152P,pseudogene
RNU6-153P,pseudogene
RNU6-154P,pseudogene
RNU6-155P,pseudogene
RNU6-156P,pseudogene
RNU6-157P,pseudogene
RNU6-158P,pseudogene
RNU6-159P,pseudogene
RNU6-15P,pseudogene
RNU6-160P,pseudogene
RNU6-161P,pseudogene
RNU6-162P,pseudogene
RNU6-163P,pseudogene
RNU6-164P,pseudogene
RNU6-165P,pseudogene
RNU6-166P,pseudogene
RNU6-167P,pseudogene
RNU6-168P,pseudogene
RNU6-169P,pseudogene
RNU6-16P,pseudogene
RNU6-170P,pseudogene
RNU6-171P,pseudogene
RNU6-172P,pseudogene
RNU6-173P,pseudogene
RNU6-174P,pseudogene
RNU6-175P,pseudogene
RNU6-176P,pseudogene
RNU6-177P,pseudogene
RNU6-178P,pseudogene
RNU6-179P,pseudogene
RNU6-17P,pseudogene
RNU6-181P,pseudogene
RNU6-182P,pseudogene
RNU6-183P,pseudogene
RNU6-184P,pseudogene
RNU6-185P,pseudogene
RNU6-187P,pseudogene
RNU6-188P,pseudogene
RNU6-189P,pseudogene
RNU6-18P,pseudogene
RNU6-190P,pseudogene
RNU6-191P,pseudogene
RNU6-192P,pseudogene
RNU6-193P,pseudogene
RNU6-194P,pseudogene
RNU6-195P,pseudogene
RNU6-196P,pseudogene
RNU6-197P,pseudogene
RNU6-198P,pseudogene
RNU6-199P,pseudogene
RNU6-19P,pseudogene
RNU6-2,other
RNU6-200P,pseudogene
RNU6-202P,pseudogene
RNU6-203P,pseudogene
RNU6-204P,pseudogene
RNU6-205P,pseudogene
RNU6-206P,pseudogene
RNU6-207P,pseudogene
RNU6-208P,pseudogene
RNU6-209P,pseudogene
RNU6-20P,pseudogene
RNU6-210P,pseudogene
RNU6-211P,pseudogene
RNU6-212P,pseudogene
RNU6-213P,pseudogene
RNU6-214P,pseudogene
RNU6-215P,pseudogene
RNU6-216P,pseudogene
RNU6-217P,pseudogene
RNU6-218P,pseudogene
RNU6-219P,pseudogene
RNU6-21P,pseudogene
RNU6-220P,pseudogene
RNU6-221P,pseudogene
RNU6-222P,pseudogene
RNU6-223P,pseudogene
RNU6-224P,pseudogene
RNU6-225P,pseudogene
RNU6-226P,pseudogene
RNU6-227P,pseudogene
RNU6-228P,pseudogene
RNU6-229P,pseudogene
RNU6-22P,pseudogene
RNU6-230P,pseudogene
RNU6-231P,pseudogene
RNU6-233P,pseudogene
RNU6-234P,pseudogene
RNU6-235P,pseudogene
RNU6-236P,pseudogene
RNU6-238P,pseudogene
RNU6-239P,pseudogene
RNU6-23P,pseudogene
RNU6-240P,pseudogene
RNU6-241P,pseudogene
RNU6-242P,pseudogene
RNU6-243P,pseudogene
RNU6-244P,pseudogene
RNU6-245P,pseudogene
RNU6-246P,pseudogene
RNU6-247P,pseudogene
RNU6-248P,pseudogene
RNU6-249P,pseudogene
RNU6-24P,pseudogene
RNU6-250P,pseudogene
RNU6-251P,pseudogene
RNU6-252P,pseudogene
RNU6-253P,pseudogene
RNU6-254P,pseudogene
RNU6-255P,pseudogene
RNU6-256P,pseudogene
RNU6-257P,pseudogene
RNU6-258P,pseudogene
RNU6-259P,pseudogene
RNU6-25P,pseudogene
RNU6-260P,pseudogene
RNU6-261P,pseudogene
RNU6-262P,pseudogene
RNU6-263P,pseudogene
RNU6-264P,pseudogene
RNU6-266P,pseudogene
RNU6-267P,pseudogene
RNU6-268P,pseudogene
RNU6-269P,pseudogene
RNU6-26P,pseudogene
RNU6-270P,pseudogene
RNU6-271P,pseudogene
RNU6-272P,pseudogene
RNU6-273P,pseudogene
RNU6-274P,pseudogene
RNU6-275P,pseudogene
RNU6-276P,pseudogene
RNU6-277P,pseudogene
RNU6-278P,pseudogene
RNU6-279P,pseudogene
RNU6-27P,pseudogene
RNU6-280P,pseudogene
RNU6-281P,pseudogene
RNU6-282P,pseudogene
RNU6-283P,pseudogene
RNU6-284P,pseudogene
RNU6-285P,pseudogene
RNU6-286P,pseudogene
RNU6-287P,pseudogene
RNU6-288P,pseudogene
RNU6-289P,pseudogene
RNU6-28P,pseudogene
RNU6-290P,pseudogene
RNU6-291P,pseudogene
RNU6-293P,pseudogene
RNU6-294P,pseudogene
RNU6-295P,pseudogene
RNU6-296P,pseudogene
RNU6-297P,pseudogene
RNU6-298P,pseudogene
RNU6-299P,pseudogene
RNU6-29P,pseudogene
RNU6-300P,pseudogene
RNU6-301P,pseudogene
RNU6-302P,pseudogene
RNU6-303P,pseudogene
RNU6-304P,pseudogene
RNU6-306P,pseudogene
RNU6-307P,pseudogene
RNU6-308P,pseudogene
RNU6-309P,pseudogene
RNU6-30P,pseudogene
RNU6-310P,pseudogene
RNU6-311P,pseudogene
RNU6-312P,pseudogene
RNU6-313P,pseudogene
RNU6-314P,pseudogene
RNU6-315P,pseudogene
RNU6-316P,pseudogene
RNU6-317P,pseudogene
RNU6-318P,pseudogene
RNU6-319P,pseudogene
RNU6-31P,pseudogene
RNU6-320P,pseudogene
RNU6-321P,pseudogene
RNU6-322P,pseudogene
RNU6-323P,pseudogene
RNU6-324P,pseudogene
RNU6-325P,pseudogene
RNU6-326P,pseudogene
RNU6-327P,pseudogene
RNU6-328P,pseudogene
RNU6-329P,pseudogene
RNU6-32P,pseudogene
RNU6-330P,pseudogene
RNU6-331P,pseudogene
RNU6-332P,pseudogene
RNU6-333P,pseudogene
RNU6-334P,pseudogene
RNU6-335P,pseudogene
RNU6-336P,pseudogene
RNU6-337P,pseudogene
RNU6-338P,pseudogene
RNU6-339P,pseudogene
RNU6-33P,pseudogene
RNU6-340P,pseudogene
RNU6-341P,pseudogene
RNU6-342P,pseudogene
RNU6-343P,pseudogene
RNU6-344P,pseudogene
RNU6-345P,pseudogene
RNU6-346P,pseudogene
RNU6-347P,pseudogene
RNU6-348P,pseudogene
RNU6-349P,pseudogene
RNU6-34P,pseudogene
RNU6-351P,pseudogene
RNU6-352P,pseudogene
RNU6-353P,pseudogene
RNU6-354P,pseudogene
RNU6-355P,pseudogene
RNU6-356P,pseudogene
RNU6-359P,pseudogene
